Export Sales Query System,,,,,,,,,,,,,
Export Sales Data by Date/Commodity,,,,,,,,,,,,,
From: 01/01/2017 To: 10/17/2019,,,,,,,,,,,,,
Source: USDA/FAS/Export Sales Reporting,,,,,,,,,,,,,
10/17/2019,,,,,,,CMY,CMY,CMY,CMY,NMY,NMY,
,,,,,Weekly,Accumulated,Outstanding,Gross,Net,Total,Outstanding,Net,
,,,,,,,,,,,,,
Date,,,Commodity,Country,Exports,Exports,Sales,New Sales,Sales,Commitment,Sales,Sales,Unit Desc
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,TAIWAN,"7,385","1,167,988","98,989","5,505","5,322","1,266,977","6,600",500,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,THAILAND,"5,532","872,653","55,876","1,950","1,950","928,529","8,000",0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,TUNISIA,0,"215,620",0,0,0,"215,620",0,0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,TURKEY,0,"365,383",0,0,0,"365,383",0,0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,VENEZUELA,0,"16,616","6,000",0,0,"22,616",0,0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,VIETNAM,"5,889","556,323","25,054","3,837","3,797","581,377",0,0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,EUROPEAN UNION - 27,"84,967","3,934,625","200,000","4,967","84,967","4,134,625","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,KNOWN,"489,028","51,964,771","4,253,581","150,341","385,449","56,218,352","2,004,779","128,033",Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,UNKNOWN,0,0,"2,719,097","324,300","-45,200","2,719,097","1,432,000","186,000",Metric Tons
,,,,,,,,,,,,,
06/08/2017,,,Soybeans,GRAND TOTAL,"489,028","51,964,771","6,972,678","474,641","340,249","58,937,449","3,436,779","314,033",Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,BANGLADESH,"59,023","806,362","123,386",230,"57,927","929,748",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,BARBADOS,0,"21,993","8,500",0,-800,"30,493",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,BURMA,0,"8,746",0,0,0,"8,746",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,CANADA,"32,710","256,571","58,292","22,103","21,151","314,863","30,171","3,266",Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","66,910","34,294,495","1,661,570",10,"-1,249","35,956,065","1,102,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,COLOMBIA,0,"393,824","33,520","7,800","2,600","427,344",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,COSTA RICA,0,"226,147","51,500",0,0,"277,647","15,500",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,CUBA,"7,200","55,499","33,300","21,600","21,600","88,799",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,DOMINICAN REPUBLIC,0,"3,104",0,0,0,"3,104",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,EGYPT,0,"512,943","180,000",0,0,"692,943",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
06/15/2017,,,Soybeans,GERMANY,0,"1,008,660",0,0,0,"1,008,660",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,GUATEMALA,0,"7,145","2,500",0,0,"9,645",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,HONG KONG,42,377,0,42,42,377,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,INDIA,0,"1,227",0,0,0,"1,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,INDONESIA,"80,719","1,896,117","217,955","15,151","72,015","2,114,072","3,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,ISRAEL,0,"30,882",0,0,0,"30,882",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,ITALY,82,"181,278",0,82,82,"181,278",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,JAPAN,"12,344","1,760,757","373,018","5,338","4,067","2,133,775","196,904",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,"KOREA, REPUBLIC OF",20,"627,736","80,846",0,-89,"708,582","3,974",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,MALAYSIA,651,"261,569","31,091","3,445","3,445","292,660","10,500",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,MEXICO,"11,567","2,815,654","711,705","11,567","11,567","3,527,359","246,596",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,MOROCCO,0,"48,001",0,0,0,"48,001",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,NETHERLANDS,0,"1,638,190",0,0,0,"1,638,190",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,NICARAGUA,0,"2,071",0,0,0,"2,071",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,PAKISTAN,0,"466,310","189,500",0,0,"655,810","189,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,PANAMA,0,"24,275","6,000",0,0,"30,275","5,800",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,PERU,0,"123,528",0,0,0,"123,528",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,PHILIPPINES,"2,674","135,230","23,862",895,795,"159,092",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SINGAPORE,0,"17,336",328,0,0,"17,664",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SPAIN,0,"675,902","200,000",0,0,"875,902","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SWEDEN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,TAIWAN,"6,337","1,174,325","92,776",208,124,"1,267,101","6,600",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,THAILAND,"6,760","879,413","50,092","1,082",976,"929,505","8,500",500,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,TUNISIA,0,"215,620",0,0,0,"215,620",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,TURKEY,0,"365,383",0,0,0,"365,383",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,VENEZUELA,"6,000","22,616","6,000",0,"6,000","28,616",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,VIETNAM,"3,092","559,415","24,088","2,140","2,126","583,503",0,0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,EUROPEAN UNION - 27,82,"3,934,707","200,000",82,82,"4,134,707","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,KNOWN,"296,131","52,260,902","4,159,829","91,693","202,379","56,420,731","2,008,545","3,766",Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,UNKNOWN,0,0,"2,627,900","30,000","-91,197","2,627,900","1,432,000",0,Metric Tons
,,,,,,,,,,,,,
06/15/2017,,,Soybeans,GRAND TOTAL,"296,131","52,260,902","6,787,729","121,693","111,182","59,048,631","3,440,545","3,766",Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,BANGLADESH,346,"806,708","233,040","110,000","110,000","1,039,748",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,BARBADOS,"4,998","26,991","4,000",498,498,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,BURMA,0,"8,746",0,0,0,"8,746",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,CANADA,"3,016","259,587","58,678","3,402","3,402","318,265","30,171",0,Metric Tons
06/22/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","68,816","34,363,311","1,593,743","3,989",989,"35,957,054","1,102,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,COLOMBIA,0,"393,824","38,820","5,300","5,300","432,644",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,COSTA RICA,"6,768","232,915","44,125",0,-607,"277,040","15,500",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,CUBA,0,"55,499","33,300",0,0,"88,799",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,DOMINICAN REPUBLIC,0,"3,104",0,0,0,"3,104",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,EGYPT,0,"512,943","180,000",0,0,"692,943",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,GERMANY,0,"1,008,660",0,0,0,"1,008,660",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,GUATEMALA,0,"7,145","2,500",0,0,"9,645",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,HONG KONG,0,377,0,0,0,377,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,INDIA,0,"1,227",0,0,0,"1,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,INDONESIA,"43,912","1,940,029","217,199","24,061","43,156","2,157,228","3,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,ISRAEL,0,"30,882",0,0,0,"30,882",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,ITALY,82,"181,360",0,82,82,"181,360",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,JAPAN,"4,208","1,764,965","375,648","6,924","6,838","2,140,613","196,904",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,"KOREA, REPUBLIC OF",76,"627,812","80,849",79,79,"708,661","3,974",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,MALAYSIA,"27,799","289,368","37,396","9,104","34,104","326,764","10,500",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,MEXICO,"75,785","2,891,439","654,066","23,042","18,146","3,545,505","246,596",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,MOROCCO,0,"48,001",0,0,0,"48,001",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,NETHERLANDS,"79,566","1,717,756",0,"12,066","79,566","1,717,756",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,NICARAGUA,0,"2,071",0,0,0,"2,071",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,PAKISTAN,0,"466,310","189,500",0,0,"655,810","189,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,PANAMA,0,"24,275","6,000",0,0,"30,275","5,800",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,PERU,0,"123,528",0,0,0,"123,528",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,PHILIPPINES,"1,342","136,572","24,591","2,071","2,071","161,163",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SAUDI ARABIA,0,"213,227",0,0,0,"213,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SINGAPORE,0,"17,336",328,0,0,"17,664",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SPAIN,0,"675,902","200,000",0,0,"875,902","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,TAIWAN,"12,757","1,187,082","86,772","7,047","6,753","1,273,854","8,600","2,000",Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,THAILAND,"11,707","891,120","44,125","7,820","5,740","935,245","8,500",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,TUNISIA,0,"215,620",0,0,0,"215,620",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,TURKEY,0,"365,383",0,0,0,"365,383",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,VENEZUELA,0,"22,616","6,000",0,0,"28,616",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,VIETNAM,"3,060","562,475","24,825","3,980","3,797","587,300",0,0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,EUROPEAN UNION - 27,"79,648","4,014,355","200,000","12,148","79,648","4,214,355","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,KNOWN,"344,238","52,605,140","4,135,505","219,465","319,914","56,740,645","2,010,545","2,000",Metric Tons
06/22/2017,,,Soybeans,UNKNOWN,0,0,"2,620,400","172,000","-7,500","2,620,400","1,432,000",0,Metric Tons
,,,,,,,,,,,,,
06/22/2017,,,Soybeans,GRAND TOTAL,"344,238","52,605,140","6,755,905","391,465","312,414","59,361,045","3,442,545","2,000",Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,BANGLADESH,0,"806,708","233,040",0,0,"1,039,748",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,BARBADOS,0,"26,991","4,000",0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,BURMA,0,"8,746",0,0,0,"8,746",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,CANADA,"2,990","262,577","57,190","1,769","1,502","319,767","30,171",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","67,549","34,430,860","1,592,427","73,233","66,233","36,023,287","1,161,000","59,000",Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,COLOMBIA,"22,014","415,838","27,323","7,788","10,517","443,161",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,COSTA RICA,"16,197","249,112","44,125","2,197","16,197","293,237","27,500","12,000",Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,CUBA,0,"55,499","33,300",0,0,"88,799",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,DOMINICAN REPUBLIC,0,"3,104",0,0,0,"3,104",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,EGYPT,0,"512,943","180,000",0,0,"692,943",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,GERMANY,0,"1,008,660",0,0,0,"1,008,660",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,GUATEMALA,0,"7,145","2,500",0,0,"9,645",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,HONG KONG,0,377,0,0,0,377,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,INDIA,0,"1,227",0,0,0,"1,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,INDONESIA,"20,156","1,960,185","218,689","21,878","21,646","2,178,874","3,000",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,ISRAEL,0,"30,882",0,0,0,"30,882",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,ITALY,0,"181,360",0,0,0,"181,360",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,JAPAN,"51,440","1,816,405","319,609","26,323","-4,599","2,136,014","196,929",25,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,"KOREA, REPUBLIC OF",24,"627,836","80,825",0,0,"708,661","3,974",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,KUWAIT,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,MALAYSIA,"4,672","294,040","34,973","2,249","2,249","329,013","10,700",200,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,MEXICO,"70,527","2,961,966","724,727","155,240","141,188","3,686,693","246,596",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,MOROCCO,0,"48,001",0,0,0,"48,001",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,NETHERLANDS,0,"1,717,756",0,0,0,"1,717,756",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,NICARAGUA,0,"2,071",0,0,0,"2,071",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,PAKISTAN,0,"466,310","189,500",0,0,"655,810","189,000",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,PANAMA,0,"24,275","6,000",0,0,"30,275","5,800",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,PERU,0,"123,528",0,0,0,"123,528",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,PHILIPPINES,"1,474","138,046","24,928","1,811","1,811","162,974",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,PORTUGAL,0,"57,812",0,0,0,"57,812",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SAUDI ARABIA,0,"213,227","66,000","66,000","66,000","279,227",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SINGAPORE,0,"17,336",328,0,0,"17,664",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SPAIN,0,"675,902","135,000","5,000","-65,000","810,902","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SRI LANKA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SWITZERLAND,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,SYRIA,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,TAIWAN,"7,782","1,194,864","79,298",451,308,"1,274,162","8,600",0,Metric Tons
06/29/2017,,,Soybeans,THAILAND,"7,059","898,179","44,563","7,559","7,497","942,742","8,500",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,TUNISIA,0,"215,620",0,0,0,"215,620",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,TURKEY,0,"365,383",0,0,0,"365,383",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,UNITED KINGDOM,0,"171,717",0,0,0,"171,717",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,VENEZUELA,0,"22,616","6,000",0,0,"28,616",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,VIETNAM,"6,785","569,260","25,961","7,955","7,921","595,221",0,0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,EUROPEAN UNION - 27,0,"4,014,355","135,000","5,000","-65,000","4,149,355","190,000",0,Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,KNOWN,"278,669","52,883,809","4,130,306","379,453","273,470","57,014,115","2,081,770","71,225",Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,UNKNOWN,0,0,"2,712,451","109,550","92,051","2,712,451","1,434,000","2,000",Metric Tons
,,,,,,,,,,,,,
06/29/2017,,,Soybeans,GRAND TOTAL,"278,669","52,883,809","6,842,757","489,003","365,521","59,726,566","3,515,770","73,225",Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,BAHRAIN,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,BANGLADESH,"57,937","864,645","170,040",0,"-5,063","1,034,685",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,BARBADOS,0,"26,991","4,000",0,0,"30,991",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,BELGIUM-LUXEMBOURG,0,0,"17,000",0,"17,000","17,000",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,BURMA,0,"8,746",0,0,0,"8,746",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,CAMEROON,0,"8,000",0,0,0,"8,000",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,CANADA,"1,743","264,320","58,154","2,707","2,707","322,474","30,171",0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,CHILE,0,"9,983",0,0,0,"9,983",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,"CHINA, PEOPLES REPUBLIC OF","3,253","34,434,113","1,656,245","67,071","67,071","36,090,358","1,290,000","129,000",Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,COLOMBIA,"6,767","422,605","28,873","8,317","8,317","451,478",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,COSTA RICA,0,"249,112","44,125",0,0,"293,237","27,500",0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,CUBA,"4,530","60,029","28,800",30,30,"88,829",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,DOMINICAN REPUBLIC,0,"3,104",0,0,0,"3,104",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,EGYPT,"30,445","543,388","240,000","60,445","90,445","783,388",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,FRANCE,0,"198,582",0,0,0,"198,582",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,GERMANY,0,"1,008,660",0,0,0,"1,008,660",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,GREECE,"14,114","14,114",0,114,"14,114","14,114",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,GUATEMALA,0,"7,145","2,500",0,0,"9,645",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,HONDURAS,0,0,0,0,0,0,0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,HONG KONG,21,398,0,21,21,398,0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,INDIA,0,"1,227",0,0,0,"1,227",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,INDONESIA,"84,602","2,044,787","220,134","26,084","86,047","2,264,921","5,000","2,000",Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,IRAN,0,"80,314",0,0,0,"80,314",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,IRELAND,0,"2,566",0,0,0,"2,566",0,0,Metric Tons
,,,,,,,,,,,,,
07/06/2017,,,Soybeans,ISRAEL,0,"30,882",0,0,0,"30,882",0,0,Metric Tons
